Date Time,Open,High,Low,Close,Volume
2021-09-01 09:30:00,381.04,381.25,380.86,381.03,396729
2021-09-01 09:31:00,381.02,381.6489,380.94,381.62,232833
2021-09-01 09:32:00,381.63,381.74,381.5101,381.585,197369
2021-09-01 09:33:00,381.58,381.94,381.5799,381.903,208459
2021-09-01 09:34:00,381.87,381.925,381.62,381.73,163543
2021-09-01 09:35:00,381.77,382.01,381.77,381.82,207758
2021-09-01 09:36:00,381.825,381.84,381.55,381.55,160109
2021-09-01 09:37:00,381.555,381.76,381.54,381.64,115641
2021-09-01 09:38:00,381.64,381.76,381.58,381.61,127232
2021-09-01 09:39:00,381.58,381.69,381.53,381.655,83407
2021-09-01 09:40:00,381.66,381.81,381.58,381.73,119638
2021-09-01 09:41:00,381.7265,381.82,381.71,381.7511,90067
2021-09-01 09:42:00,381.77,381.87,381.71,381.87,82353
2021-09-01 09:43:00,381.85,381.98,381.83,381.915,143453
2021-09-01 09:44:00,381.92,382.07,381.92,382.0,115809
2021-09-01 09:45:00,382.0199,382.29,382.0075,382.14,190894
2021-09-01 09:46:00,382.14,382.41,382.134,382.383,133223
2021-09-01 09:47:00,382.39,382.58,382.3625,382.39,115128
2021-09-01 09:48:00,382.3901,382.6292,382.3901,382.61,132735
2021-09-01 09:49:00,382.6,382.63,382.5,382.62,112424
2021-09-01 09:50:00,382.63,382.71,382.49,382.56,160197
2021-09-01 09:51:00,382.55,382.56,382.44,382.445,122466
2021-09-01 09:52:00,382.44,382.53,382.345,382.52,131711
2021-09-01 09:53:00,382.53,382.61,382.52,382.55,98324
2021-09-01 09:54:00,382.55,382.59,382.51,382.5231,54705
2021-09-01 09:55:00,382.52,382.56,382.28,382.348,90653
2021-09-01 09:56:00,382.35,382.389,382.07,382.0701,154340
2021-09-01 09:57:00,382.07,382.1299,381.73,381.93,177184
2021-09-01 09:58:00,381.92,381.93,381.79,381.82,125640
2021-09-01 09:59:00,381.83,382.095,381.8289,382.04,168890
2021-09-01 10:00:00,382.04,382.29,382.03,382.24,188033
2021-09-01 10:01:00,382.24,382.37,382.19,382.3501,83773
2021-09-01 10:02:00,382.36,382.44,382.23,382.27,117984
2021-09-01 10:03:00,382.26,382.28,381.89,381.93,156545
2021-09-01 10:04:00,381.915,381.97,381.8,381.9199,101591
2021-09-01 10:05:00,381.93,382.03,381.79,382.0,506799
2021-09-01 10:06:00,381.9901,382.0398,381.94,381.99,63307
2021-09-01 10:07:00,381.99,382.14,381.97,382.07,94220
2021-09-01 10:08:00,382.07,382.135,381.992,382.13,55527
2021-09-01 10:09:00,382.12,382.18,382.07,382.18,62118
2021-09-01 10:10:00,382.19,382.24,382.1,382.235,68662
