Date Time,Open,High,Low,Close,Volume
2021-08-02 09:30:00,366.28,366.64,366.24,366.38,380033
2021-08-02 09:31:00,366.35,366.71,366.35,366.5,178301
2021-08-02 09:32:00,366.49,366.6207,366.26,366.4,268044
2021-08-02 09:33:00,366.38,366.48,365.95,366.14,191536
2021-08-02 09:34:00,366.18,366.26,366.07,366.18,134920
2021-08-02 09:35:00,366.17,366.25,365.72,365.755,222407
2021-08-02 09:36:00,365.74,365.755,365.19,365.5,218973
2021-08-02 09:37:00,365.49,365.49,365.09,365.14,116096
2021-08-02 09:38:00,365.139,365.35,365.04,365.3401,121196
2021-08-02 09:39:00,365.33,365.48,365.23,365.31,172292
2021-08-02 09:40:00,365.33,365.39,364.85,365.02,178876
2021-08-02 09:41:00,365.01,365.06,364.76,364.97,170558
2021-08-02 09:42:00,364.97,365.1,364.8,364.9807,127705
2021-08-02 09:43:00,365.0002,365.0086,364.72,364.765,111271
2021-08-02 09:44:00,364.75,364.765,364.46,364.55,157890
2021-08-02 09:45:00,364.5501,364.59,364.21,364.52,180170
2021-08-02 09:46:00,364.515,364.79,364.5,364.675,110907
2021-08-02 09:47:00,364.67,364.86,364.6,364.66,127154
2021-08-02 09:48:00,364.66,364.82,364.5399,364.54,146517
2021-08-02 09:49:00,364.54,364.73,364.45,364.65,104596
2021-08-02 09:50:00,364.66,364.68,364.34,364.48,115702
2021-08-02 09:51:00,364.48,364.48,364.11,364.22,118899
2021-08-02 09:52:00,364.24,364.37,364.11,364.14,69603
2021-08-02 09:53:00,364.15,364.57,364.15,364.555,122356
2021-08-02 09:54:00,364.56,364.89,364.56,364.8009,97488
2021-08-02 09:55:00,364.8,365.02,364.8,364.965,117496
2021-08-02 09:56:00,364.96,365.0399,364.93,364.93,69028
2021-08-02 09:57:00,364.93,365.06,364.92,364.92,79135
2021-08-02 09:58:00,364.91,365.1,364.85,364.99,91395
2021-08-02 09:59:00,365.0,365.09,365.0,365.09,48968
2021-08-02 10:00:00,365.07,365.15,364.75,365.02,224801
2021-08-02 10:01:00,365.03,365.25,364.95,364.98,99858
2021-08-02 10:02:00,364.99,365.07,364.845,364.95,68987
2021-08-02 10:03:00,364.96,365.16,364.91,364.9703,74969
2021-08-02 10:04:00,364.99,365.13,364.85,364.85,89185
2021-08-02 10:05:00,364.875,364.999,364.5718,364.65,315972
2021-08-02 10:06:00,364.623,364.63,364.27,364.37,332794
2021-08-02 10:07:00,364.38,364.58,364.38,364.42,63125
2021-08-02 10:08:00,364.42,364.67,364.4,364.59,53698
2021-08-02 10:09:00,364.59,365.03,364.58,364.9483,71243
2021-08-02 10:10:00,364.94,365.2,364.93,365.2,98976
2021-08-02 10:11:00,365.21,365.34,365.21,365.3,65081
2021-08-02 10:12:00,365.28,365.56,365.27,365.51,127073
2021-08-02 10:13:00,365.53,365.5501,365.45,365.52,92322
2021-08-02 10:14:00,365.53,365.63,365.48,365.61,92495
2021-08-02 10:15:00,365.61,365.81,365.53,365.775,120684
2021-08-02 10:16:00,365.78,365.9,365.78,365.86,110317
2021-08-02 10:17:00,365.8599,365.88,365.77,365.815,67112
2021-08-02 10:18:00,365.8299,365.89,365.72,365.73,62748
2021-08-02 10:19:00,365.72,366.01,365.71,366.01,73029
2021-08-02 10:20:00,366.05,366.1184,366.0,366.055,94519
2021-08-02 10:21:00,366.06,366.2,365.96,365.9794,108724
2021-08-02 10:22:00,365.97,366.05,365.81,365.83,83064
2021-08-02 10:23:00,365.84,365.98,365.835,365.93,59304
2021-08-02 10:24:00,365.905,366.02,365.68,365.7099,155911
2021-08-02 10:25:00,365.7199,365.97,365.69,365.92,46140
2021-08-02 10:26:00,365.925,365.93,365.815,365.82,29490
2021-08-02 10:27:00,365.81,365.8901,365.78,365.88,38600
2021-08-02 10:28:00,365.86,365.87,365.42,365.64,193408
2021-08-02 10:29:00,365.655,365.875,365.605,365.875,72098
2021-08-02 10:30:00,365.85,366.0701,365.85,365.92,78646
2021-08-02 10:31:00,365.92,366.04,365.71,365.76,59621
2021-08-02 10:32:00,365.77,365.81,365.61,365.61,54620
2021-08-02 10:33:00,365.62,365.729,365.56,365.7,38210
2021-08-02 10:34:00,365.69,365.7075,365.48,365.4918,38828
2021-08-02 10:35:00,365.5,365.69,365.44,365.69,42824
2021-08-02 10:36:00,365.7,365.71,365.5,365.5999,42564
2021-08-02 10:37:00,365.58,365.64,365.51,365.62,62824
2021-08-02 10:38:00,365.64,365.67,365.5618,365.61,32094
2021-08-02 10:39:00,365.62,365.73,365.6,365.65,43301
2021-08-02 10:40:00,365.65,365.9025,365.6,365.81,55100
2021-08-02 10:41:00,365.84,365.87,365.61,365.67,57188
2021-08-02 10:42:00,365.66,365.87,365.605,365.83,54771
2021-08-02 10:43:00,365.81,365.86,365.71,365.76,25469
2021-08-02 10:44:00,365.79,365.79,365.57,365.61,36748
2021-08-02 10:45:00,365.57,365.62,365.41,365.581,51516
2021-08-02 10:46:00,365.62,365.93,365.6,365.92,44637
2021-08-02 10:47:00,365.93,365.95,365.84,365.95,27183
2021-08-02 10:48:00,365.94,366.07,365.9108,366.03,69824
2021-08-02 10:49:00,366.02,366.06,365.93,365.96,47259
2021-08-02 10:50:00,365.95,366.08,365.92,365.95,44860
2021-08-02 10:51:00,365.92,366.14,365.89,366.14,29506
2021-08-02 10:52:00,366.16,366.24,366.12,366.17,44417
2021-08-02 10:53:00,366.1593,366.33,366.1506,366.24,60909
2021-08-02 10:54:00,366.25,366.32,366.2,366.3,32030
2021-08-02 10:55:00,366.29,366.389,366.18,366.2,108428
2021-08-02 10:56:00,366.22,366.265,366.1714,366.19,73901
2021-08-02 10:57:00,366.19,366.26,366.13,366.19,49798
2021-08-02 10:58:00,366.19,366.2,366.14,366.149,54364
2021-08-02 10:59:00,366.16,366.27,366.09,366.2602,48230
2021-08-02 11:00:00,366.27,366.34,366.08,366.145,50182
2021-08-02 11:01:00,366.14,366.19,365.92,365.9902,50277
2021-08-02 11:02:00,366.0,366.0,365.9,365.99,37299
2021-08-02 11:03:00,366.01,366.0999,365.94,366.0417,47776
2021-08-02 11:04:00,366.05,366.215,366.02,366.215,49907
2021-08-02 11:05:00,366.221,366.46,366.221,366.32,95408
2021-08-02 11:06:00,366.36,366.47,366.26,366.265,32275
2021-08-02 11:07:00,366.24,366.29,366.205,366.25,28022
2021-08-02 11:08:00,366.27,366.41,366.25,366.399,24956
2021-08-02 11:09:00,366.41,366.52,366.41,366.43,52388
2021-08-02 11:10:00,366.43,366.56,366.43,366.53,41809
2021-08-02 11:11:00,366.5,366.5882,366.5,366.56,54107
2021-08-02 11:12:00,366.57,366.63,366.53,366.54,46613
2021-08-02 11:13:00,366.52,366.53,366.42,366.4422,38219
2021-08-02 11:14:00,366.43,366.5,366.35,366.4984,41175
2021-08-02 11:15:00,366.5,366.63,366.475,366.485,59088
